1024,-1024,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1024,-1024,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1024,-1024,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1024,-16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16,-8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,-8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,-8,0,0,0,0,0,0,0
0,0,0,0,8,0,0,0,-8,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,-8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8,-8,0,0,0,0
0,0,0,0,8,0,0,0,0,0,0,-8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,-8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,-8,0
0,0,0,0,0,0,0,8,0,0,0,0,0,0,-1024
0,0,0,0,0,0,0,0,0,0,8,0,0,0,-512
0,0,0,0,0,0,0,0,0,0,0,0,0,8,-512
